AttendanceEventId,Forename,Surname,PostTown,Postcode,HomeLat,HomeLong,County,Region,SessionDate,SessionStartTime,SessionEndTime,NumberofBeds,Numberofconsultants,NumberofNurses,NumberInvited,NumberAttended,NumberofDonations,TotalBloodCollected,VenueName,VenueDesc,VenuePostTown,VenuePostcode,VenueLong,VenueLat,VenueCounty,VenueRegion,SurfaceTemperatureCelsius,SurfaceDewpointTemperatureCelsius,SurfaceWetBulbTemperatureCelsius,RelativeHumidityPercent,SurfaceAirPressureKilopascals,CloudCoveragePercent,WindChillTemperatureCelsius,ApparentTemperatureCelsius,WindSpeedKph,WindDirectionDegrees,PrecipitationPreviousHourCentimeters,HeatIndexCelsius,SnowfallCentimeters,SurfaceWindGustsKph,AttendanceStartTime,AttendanceEndTime,EventCost
9920,Hugo,Lloris,Cardiff,CF3 5TH,51.4816,-3.1791,Glamorgan,West,2016-03-12,2016-03-12 09:00,2016-03-12 14:00,3,2,4,45,23,14,8,EEC,East End Centre,London,E1 6HG,-0.0558,51.5176,Greater London,South,23.4,13.61999989,17.1,54,101.2,0,23.4,23.4,16.7,97,0,23.4,0,37.9,2017-05-26 13:00,2017-05-26 14:00,8.73
3896,Craig,Revelhalwood,Thetford,TH2 7UM,52.4129,0.7517,Norfolk,East,2016-03-13,2016-03-13 09:00,2016-03-13 14:00,6,3,6,50,23,14,8,WEC,West end centre,London,W1 4AB,0.1354,51.5154,Greater London,South,13.7,7.989999771,10.5,68,99.9,88,13.7,13.7,17.6,224,0,13.7,0,39.3,2015-05-04 09:00,2015-05-04 10:00,4.42
15702,Hugo,Lloris,Cardiff,CF3 5TH,51.4816,-3.1791,Glamorgan,West,2016-03-14,2016-03-14 09:00,2016-03-14 14:00,3,2,4,45,18,10,6,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,8.3,3.680000067,6.1,73,101.9,99,4.2,4.2,31.6,225,0.018,8.3,0,40.4,2015-02-27 15:00,2015-02-27 16:00,1.03
1923,Mrs,Chef,Wokingham,RG40 4UD,51.4105,-0.8339,Berkshire,South,2016-03-15,2016-03-15 09:00,2016-03-15 14:00,6,2,4,35,20,11,6,CDF,Cardiff,Cardiff,CF10 2GV,-3.1791,51.4816,Glamorgan,West,4.3,-1.169999957,2,68,102.9,0,-1.3,-1.3,35.7,48,0,4.3,0,46.3,2015-02-06 13:00,2015-02-06 14:00,6.01
503,Lady,Penelope,Mayfair,W1 1 RG,51.5116,-0.1478,Greater London,South,2016-03-16,2016-03-16 09:00,2016-03-16 14:00,6,2,4,35,19,10,6,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,13.7,7.980000019,10.6,68,99.3,39,13.7,13.7,11.5,225,0,13.7,0,24.8,2016-05-17 11:00,2016-05-17 12:00,6.57
16123,Hugo,Lloris,Cardiff,CF3 5TH,51.4816,-3.1791,Glamorgan,West,2016-03-17,2016-03-17 09:00,2016-03-17 14:00,9,1,8,40,23,14,8,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,6.2,-0.790000021,3.2,61,100,0,4,4,10.5,356,0,6.2,0,48.2,2016-04-23 09:00,2016-04-23 10:00,5.56
826,Barney,Dog,Wokingham,RG40 2JU,51.4105,-0.8339,Berkshire,South,2016-03-18,2016-03-18 09:00,2016-03-18 14:00,9,1,8,40,23,14,8,WEC,West end centre,London,W1 4AB,0.1354,51.5154,Greater London,South,13,5.840000153,9.2,61,102.4,31,13,13,15.3,341,0,13,0,33,2017-04-05 12:00,2017-04-05 13:00,3.73
10803,Iam,Extraordinary,Middlesborough,ML2 5JK,54.5742,-1.2349,Durham,North,2016-03-19,2016-03-19 09:00,2016-03-19 14:00,3,3,7,115,78,58,33,EEC,East End Centre,London,E1 6HG,-0.0558,51.5176,Greater London,South,13.2,7.590000153,10.1,69,101.6,22,13.2,13.2,16.8,72,0,13.2,0,36,2017-03-27 13:00,2017-03-27 14:00,8.2
8182,Darcy,Bussell,Wolverhampton,WL2,52.5871,-2.1289,West Midlands,Midlands,2016-03-20,2016-03-20 09:00,2016-03-20 14:00,3,3,7,115,27,17,10,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,5.4,4.090000153,4.8,91,99.1,98,2.1,2.1,16,249,0.00254,5.4,0,61.7,2015-03-23 09:00,2015-03-23 10:00,8.01
4238,Captain,Scarlet,Brixton,E14 1 DA,51.4613,-0.1156,Greater London,South,2016-03-21,2016-03-21 09:00,2016-03-21 14:00,6,1,3,30,12,5,3,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,10.2,6.190000057,8.1,76,99.4,99,10.2,10.2,61.6,121,0.02,10.2,0,81.3,2016-04-10 14:00,2016-04-10 15:00,1.24
8565,Harry,Kane,Bristol,BS10 3FG,51.4545,-2.5879,Avon,West,2016-03-22,2016-03-22 09:00,2016-03-22 14:00,3,0,4,25,12,5,3,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,6,3.519999981,4.8,84,97.8,67,5,5,5.6,304,0,6,0,42.1,2016-04-09 11:00,2016-04-09 12:00,2.62
2024,Captain,Scarlet,Brixton,E14 1 DA,51.4613,-0.1156,Greater London,South,2016-03-23,2016-03-23 09:00,2016-03-23 14:00,6,1,3,30,12,5,3,NC,North Centre,London,N1 5TH,-0.0881,51.5413,Greater London,South,11.5,10.94999981,11.2,97,99.8,100,11.5,11.5,27.5,222,0.111,11.5,0,60.6,2015-05-18 13:00,2015-05-18 14:00,6.4
15845,Barney,Dog,Wokingham,RG40 2JU,51.4105,-0.8339,Berkshire,South,2016-03-24,2016-03-24 09:00,2016-03-24 14:00,3,2,4,45,23,14,8,EEC,East End Centre,London,E1 6HG,-0.0558,51.5176,Greater London,South,16.8,15.19999981,15.8,91,100.4,100,16.8,16.8,8.4,150,0.00254,16.8,0,24.6,2015-07-20 09:00,2015-07-20 10:00,7.16
5930,Craig,Revelhalwood,Thetford,TH2 7UM,52.4129,0.7517,Norfolk,East,2016-03-25,2016-03-25 09:00,2016-03-25 14:00,3,3,7,115,78,58,33,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,15.8,10.77000046,12.8,72,101.5,99,15.8,15.8,11.8,99,0,15.8,0,45.1,2015-09-29 14:00,2015-09-29 15:00,8.08
11156,Craig,Revelhalwood,Thetford,TH2 7UM,52.4129,0.7517,Norfolk,East,2016-03-26,2016-03-26 09:00,2016-03-26 14:00,9,3,6,82,67,49,28,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,13.4,9.289999962,11.1,76,99.2,98,13.4,13.4,13.8,280,0,13.4,0,49.7,2015-08-15 13:00,2015-08-15 14:00,4.26
9231,Some,One,Taunton,TA3 6FF,51.0153,-3.1068,Somerset,West,2016-03-27,2016-03-27 09:00,2016-03-27 14:00,6,2,4,35,20,11,6,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,15.6,13.56000042,14.3,88,98.3,96,15.6,15.6,19.3,234,0.063,15.6,0,67.3,2015-07-07 12:00,2015-07-07 13:00,1.8
4054,Tin,Tin,Cheadle,M24 5GN,53.3944,-2.2141,Cheshire,North,2016-03-28,2016-03-28 09:00,2016-03-28 14:00,9,3,6,82,67,49,28,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,15.1,9.140000343,11.7,68,100,1,15.1,15.1,5,167,0,15.1,0,25.2,2015-10-09 14:00,2015-10-09 15:00,1.31
1843,Mrs,Chef,Wokingham,RG40 4UD,51.4105,-0.8339,Berkshire,South,2016-03-29,2016-03-29 09:00,2016-03-29 14:00,9,3,6,82,67,49,28,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,23.3,14.93999958,17.8,60,100.2,0,23.3,23.3,6.2,250,0,23.3,0,33.1,2017-06-18 13:00,2017-06-18 14:00,6.84
3393,Iam,Extraordinary,Middlesborough,ML2 5JK,54.5742,-1.2349,Durham,North,2016-03-30,2016-03-30 09:00,2016-03-30 14:00,3,2,4,45,23,14,8,WEC,West end centre,London,W1 4AB,0.1354,51.5154,Greater London,South,24,17.14999962,19.2,65,101.6,92,24,24,9,260,0,24,0,29.3,2016-07-17 13:00,2016-07-17 14:00,8.17
5811,Tin,Tin,Cheadle,M24 5GN,53.3944,-2.2141,Cheshire,North,2016-03-31,2016-03-31 09:00,2016-03-31 14:00,6,3,6,50,37,25,14,SC,South Centre,London,SE1 8HG,-0.0879,51.4992,Greater London,South,13.5,12.98999977,13.2,96,100,100,13.5,13.5,34.8,217,0.032,13.5,0,76.9,2015-06-02 14:00,2015-06-02 15:00,1.62
4819,Mrs,Chef,Wokingham,RG40 4UD,51.4105,-0.8339,Berkshire,South,2016-04-01,2016-04-01 09:00,2016-04-01 14:00,6,3,6,50,23,14,8,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,11.8,9.890000343,10.8,89,102.4,0,11.8,11.8,8.8,155,0,11.8,0,10.9,2015-04-14 14:00,2015-04-14 15:00,5.28
15558,Iam,Ordinary,Hull,HU14 2FS,53.7457,-0.3367,East Yorkshire,North,2016-04-02,2016-04-02 09:00,2016-04-02 14:00,3,0,4,25,12,5,3,EEC,East End Centre,London,E1 6HG,-0.0558,51.5176,Greater London,South,13.6,8.390000343,10.7,70,100.5,100,13.6,13.6,20.1,34,0,13.6,0,45.3,2017-05-06 15:00,2017-05-06 16:00,1.94
12176,Master,Chef,Thetford,TH1 4TG,52.4129,0.7517,Norfolk,East,2016-04-03,2016-04-03 09:00,2016-04-03 14:00,3,2,4,45,23,14,8,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,14.6,12.71000004,13.4,88,101.8,100,14.6,14.6,9.9,136,0,14.6,0,19.9,2015-10-31 14:00,2015-10-31 15:00,5.53
466,Lady,Penelope,Mayfair,W1 1 RG,51.5116,-0.1478,Greater London,South,2016-04-04,2016-04-04 09:00,2016-04-04 14:00,6,2,4,35,20,11,6,EEC,East End Centre,London,E1 6HG,-0.0558,51.5176,Greater London,South,10.3,2,6.3,56,100.2,42,10.3,10.3,19.6,112,0,10.3,0,42.5,2016-04-10 11:00,2016-04-10 12:00,2.82
14296,Harry,Kane,Bristol,BS10 3FG,51.4545,-2.5879,Avon,West,2016-04-05,2016-04-05 09:00,2016-04-05 14:00,3,0,4,25,12,5,3,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,16.7,11.68000031,13.6,73,99.3,52,16.7,16.7,8.8,218,0,16.7,0,30.4,2016-06-21 09:00,2016-06-21 10:00,5.24
12481,Lady,Penelope,Mayfair,W1 1 RG,51.5116,-0.1478,Greater London,South,2016-04-06,2016-04-06 09:00,2016-04-06 14:00,6,2,4,35,20,11,6,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,17.2,13.67000008,15,80,102.2,31,17.2,17.2,16.2,304,0,17.2,0,20,2016-08-31 14:00,2016-08-31 15:00,5.36
1173,Tin,Tin,Cheadle,M24 5GN,53.3944,-2.2141,Cheshire,North,2016-04-07,2016-04-07 09:00,2016-04-07 14:00,9,1,8,40,23,14,8,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,15.8,11.22000027,13.1,75,99.1,99,15.8,15.8,18.3,299,0.00254,15.8,0,36.8,2015-08-18 12:00,2015-08-18 13:00,4.39
13045,Alan,Tracy,Halifax,HA1 1SD,53.7271,-1.8575,West Yorkshire,North,2016-04-08,2016-04-08 09:00,2016-04-08 14:00,6,2,4,35,20,11,6,EEC,East End Centre,London,E1 6HG,-0.0558,51.5176,Greater London,South,14.4,12.03999996,13,86,100.8,100,14.4,14.4,9.7,236,0.036,14.4,0,21,2015-08-18 14:00,2015-08-18 15:00,3.32
9165,Some,One,Taunton,TA3 6FF,51.0153,-3.1068,Somerset,West,2016-04-09,2016-04-09 09:00,2016-04-09 14:00,6,1,3,30,12,5,3,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,11.2,10,10.5,92,100.2,100,11.2,11.2,35.9,139,0.062,11.2,0,45.8,2015-05-02 12:00,2015-05-02 13:00,8.2
12282,Iam,Ordinary,Hull,HU14 2FS,53.7457,-0.3367,East Yorkshire,North,2016-04-10,2016-04-10 09:00,2016-04-10 14:00,3,3,7,115,78,58,33,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,3.7,-2.390000105,1.2,64,98.1,69,-0.8,-0.8,22,13,0,3.7,0,57.9,2016-02-14 14:00,2016-02-14 15:00,6.54
3878,Harry,Kane,Bristol,BS10 3FG,51.4545,-2.5879,Avon,West,2016-04-11,2016-04-11 09:00,2016-04-11 14:00,9,3,6,82,67,49,28,MAN,Manchester,Manchester,M1 3ED,-2.2426,53.4808,Cheshire,North,8.3,3.630000114,6.1,72,99.5,89,7.4,7.4,6.5,73,0,8.3,0,34.8,2015-04-16 09:00,2015-04-16 10:00,5.74
11538,Mrs,Chef,Wokingham,RG40 4UD,51.4105,-0.8339,Berkshire,South,2016-04-12,2016-04-12 09:00,2016-04-12 14:00,3,3,7,115,78,58,33,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,17.4,13.64999962,15.1,79,99.6,99,17.4,17.4,16.6,263,0.00254,17.4,0,47.8,2016-08-31 13:00,2016-08-31 14:00,1.6
15409,Gareth,Southgate,Penzance,PN4 4 TH,50.1188,-5.5376,Cornwall,West,2016-04-13,2016-04-13 09:00,2016-04-13 14:00,6,3,6,50,23,14,8,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,13,12.21000004,12.5,95,102.2,100,13,13,19,206,0.00254,13,0,23.3,2016-12-08 15:00,2016-12-08 16:00,5.57
14913,Darcy,Bussell,Wolverhampton,WL2,52.5871,-2.1289,West Midlands,Midlands,2016-04-14,2016-04-14 09:00,2016-04-14 14:00,6,2,4,35,20,11,6,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,15.3,9.529999733,12,68,99.4,99,15.3,15.3,10.2,230,0.00254,15.3,0,36.9,2015-07-31 15:00,2015-07-31 16:00,5.58
9871,Hugo,Lloris,Cardiff,CF3 5TH,51.4816,-3.1791,Glamorgan,West,2016-04-15,2016-04-15 09:00,2016-04-15 14:00,6,2,4,35,20,11,6,CDF,Cardiff,Cardiff,CF10 2GV,-3.1791,51.4816,Glamorgan,West,10.9,7.559999943,9.1,80,102.6,0,10.9,10.9,5.4,115,0,10.9,0,13.1,2017-04-07 12:00,2017-04-07 13:00,5.69
1924,Hugo,Lloris,Cardiff,CF3 5TH,51.4816,-3.1791,Glamorgan,West,2016-04-16,2016-04-16 09:00,2016-04-16 14:00,3,2,5,45,24,14,8,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,6.8,1.99000001,4.6,71,103.5,2,2.2,2.2,33.2,57,0,6.8,0,42.7,2015-02-07 13:00,2015-02-07 14:00,3.11
2002,Mrs,Chef,Wokingham,RG40 4UD,51.4105,-0.8339,Berkshire,South,2016-04-17,2016-04-17 09:00,2016-04-17 14:00,3,3,7,115,78,58,33,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,9.3,-0.029999999,5.1,52,98.7,3,6.6,6.6,18.7,301,0,9.3,0,51,2015-04-26 13:00,2015-04-26 14:00,2.76
12805,Captain,Scarlet,Brixton,E14 1 DA,51.4613,-0.1156,Greater London,South,2016-04-18,2016-04-18 09:00,2016-04-18 14:00,6,3,6,50,23,14,8,EEC,East End Centre,London,E1 6HG,-0.0558,51.5176,Greater London,South,21,9.020000458,13.9,46,100.3,3,21,21,22.9,180,0,21,0,51.3,2017-07-21 14:00,2017-07-21 15:00,6.13
8331,Captain,Scarlet,Brixton,E14 1 DA,51.4613,-0.1156,Greater London,South,2016-04-19,2016-04-19 09:00,2016-04-19 14:00,9,1,8,40,23,14,8,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,17.5,12.32999992,14.4,72,99.2,33,17.5,17.5,17.7,183,0,17.5,0,37.1,2015-08-19 11:00,2015-08-19 12:00,1.65
10247,Bruno,Tonolli,Ipswich,IP3 5PQ,52.0567,1.1482,Suffolk,East,2016-04-20,2016-04-20 09:00,2016-04-20 14:00,6,3,6,50,23,14,8,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,14.8,12.25,13.2,85,101.4,100,14.8,14.8,19.3,320,0.00254,14.8,0,33.4,2015-09-18 13:00,2015-09-18 14:00,5.1
1551,Fred,Bloggs,Enfield,EN1 1 RG,51.6623,-0.1181,Greater London,South,2016-04-21,2016-04-21 09:00,2016-04-21 14:00,3,2,4,45,23,14,8,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,19.4,14.19999981,16.1,72,100.1,12,19.4,19.4,11.3,206,0,19.4,0,24.5,2016-08-30 12:00,2016-08-30 13:00,3.57
10056,Craig,Revelhalwood,Thetford,TH2 7UM,52.4129,0.7517,Norfolk,East,2016-04-22,2016-04-22 09:00,2016-04-22 14:00,9,4,8,200,144,110,63,CDF,Cardiff,Cardiff,CF10 2GV,-3.1791,51.4816,Glamorgan,West,10.3,8.890000343,9.5,91,102.2,99,10.3,10.3,30.7,198,0.032,10.3,0,38.8,2015-03-11 13:00,2015-03-11 14:00,1.59
5708,Harry,Kane,Bristol,BS10 3FG,51.4545,-2.5879,Avon,West,2016-04-23,2016-04-23 09:00,2016-04-23 14:00,6,2,4,35,20,11,6,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,9.6,7.739999771,8.6,89,101.7,100,6.4,6.4,26.1,222,0.025,9.6,0,43,2015-02-19 14:00,2015-02-19 15:00,7.77
6772,Mrs,Chef,Wokingham,RG40 4UD,51.4105,-0.8339,Berkshire,South,2016-04-24,2016-04-24 09:00,2016-04-24 14:00,3,3,7,115,78,58,33,EEC,East End Centre,London,E1 6HG,-0.0558,51.5176,Greater London,South,13.6,13.31999969,13.4,98,101.4,100,13.6,13.6,11.8,207,0.043,13.6,0,26.3,2015-06-20 15:00,2015-06-20 16:00,8.18
7672,Some,One,Taunton,TA3 6FF,51.0153,-3.1068,Somerset,West,2016-04-25,2016-04-25 09:00,2016-04-25 14:00,3,2,4,45,23,14,8,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,10.7,9.399999619,10,92,98.9,100,10.7,10.7,14.5,124,0.109,10.7,0,27.9,2015-05-08 15:00,2015-05-08 16:00,8.5
14412,Alan,Tracy,Halifax,HA1 1SD,53.7271,-1.8575,West Yorkshire,North,2016-04-26,2016-04-26 09:00,2016-04-26 14:00,6,3,6,50,23,14,8,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,12.6,9.029999733,10.6,79,100.1,89,12.6,12.6,36.3,184,0.124,12.6,0,55,2016-10-15 09:00,2016-10-15 10:00,5.75
9014,Joe,Ninety,Croydon,CR1 2BY,51.3762,-0.0982,Greater London,South,2016-04-27,2016-04-27 09:00,2016-04-27 14:00,6,2,4,35,9,2,1,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,14.6,9.420000076,11.7,71,100,74,14.6,14.6,17.1,300,0,14.6,0,53.5,2017-07-02 12:00,2017-07-02 13:00,8.94
4678,Some,One,Taunton,TA3 6FF,51.0153,-3.1068,Somerset,West,2016-04-28,2016-04-28 09:00,2016-04-28 14:00,3,3,7,115,78,58,33,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,14.3,12.02000046,12.9,86,99,100,14.3,14.3,13.6,251,0,14.3,0,52.8,2017-06-24 14:00,2017-06-24 15:00,2.66
12848,Fred,Bloggs,Enfield,EN1 1 RG,51.6623,-0.1181,Greater London,South,2016-04-29,2016-04-29 09:00,2016-04-29 14:00,9,1,8,40,17,9,5,SC,South Centre,London,SE1 8HG,-0.0879,51.4992,Greater London,South,3,-5.03000021,0,55,99.9,59,-0.7,-0.7,15.2,324,0,3,0,31.8,2015-02-02 14:00,2015-02-02 15:00,2.51
7253,Master,Chef,Thetford,TH1 4TG,52.4129,0.7517,Norfolk,East,2016-04-30,2016-04-30 09:00,2016-04-30 14:00,3,2,4,45,23,14,8,BIR,Birmingham,Birmingham,B1 5TB,-1.8904,52.4862,West Midlands,Midlands,10.2,6.940000057,8.5,81,99.2,87,10.2,10.2,18.5,90,0.032,10.2,0,35,2016-10-13 15:00,2016-10-13 16:00,3.42
11288,Harry,Kane,Bristol,BS10 3FG,51.4545,-2.5879,Avon,West,2016-05-01,2016-05-01 09:00,2016-05-01 14:00,3,2,4,45,23,14,8,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,3.3,3.25,3.2,100,99,100,-0.8,-0.8,17.6,97,0.331,3.3,0,44.9,2015-12-25 13:00,2015-12-25 14:00,4.15
15579,Iam,Ordinary,Hull,HU14 2FS,53.7457,-0.3367,East Yorkshire,North,2016-05-02,2016-05-02 09:00,2016-05-02 14:00,3,2,4,45,23,14,8,WEC,West end centre,London,W1 4AB,0.1354,51.5154,Greater London,South,20,13.56000042,15.9,66,100.9,6,20,20,24.9,221,0,20,0,55.3,2017-05-27 15:00,2017-05-27 16:00,5.77
1791,Some,One,Taunton,TA3 6FF,51.0153,-3.1068,Somerset,West,2016-05-03,2016-05-03 09:00,2016-05-03 14:00,3,1,3,22,18,10,6,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,7.6,5.929999828,6.8,89,99.5,100,4.4,4.4,19.3,301,0.00254,7.6,0,36.8,2017-04-27 13:00,2017-04-27 14:00,8.18
14281,Craig,Revelhalwood,Thetford,TH2 7UM,52.4129,0.7517,Norfolk,East,2016-05-04,2016-05-04 09:00,2016-05-04 14:00,3,1,3,22,18,10,6,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,13.9,12.80000019,13.3,93,101.7,100,13.9,13.9,21.1,121,0.00254,13.9,0,26.2,2016-06-06 09:00,2016-06-06 10:00,7.24
801,Barney,Dog,Wokingham,RG40 2JU,51.4105,-0.8339,Berkshire,South,2016-05-05,2016-05-05 09:00,2016-05-05 14:00,6,2,4,35,20,11,6,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,11.1,10.02999973,10.5,93,101.5,100,11.1,11.1,12.8,217,0,11.1,0,15.4,2017-03-11 12:00,2017-03-11 13:00,8.42
10423,Harry,Kane,Bristol,BS10 3FG,51.4545,-2.5879,Avon,West,2016-05-06,2016-05-06 09:00,2016-05-06 14:00,3,0,4,25,12,5,3,WEC,West end centre,London,W1 4AB,0.1354,51.5154,Greater London,South,10.6,4.070000172,7.3,64,102.4,84,10.6,10.6,4.1,97,0,10.6,0,22.2,2016-03-12 13:00,2016-03-12 14:00,3.21
12496,Iam,Ordinary,Hull,HU14 2FS,53.7457,-0.3367,East Yorkshire,North,2016-05-07,2016-05-07 09:00,2016-05-07 14:00,6,1,3,30,12,5,3,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,21.4,17.60000038,18.8,79,99,46,21.4,21.4,7.8,337,0,21.4,0,48.6,2016-09-15 14:00,2016-09-15 15:00,4.72
10202,Master,Chef,Thetford,TH1 4TG,52.4129,0.7517,Norfolk,East,2016-05-08,2016-05-08 09:00,2016-05-08 14:00,6,2,4,35,6,0,0,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,14.8,13.39000034,13.9,92,98.6,100,14.8,14.8,22.7,222,0.052,14.8,0,46.6,2015-08-04 13:00,2015-08-04 14:00,5.39
14791,Harry,Kane,Bristol,BS10 3FG,51.4545,-2.5879,Avon,West,2016-05-09,2016-05-09 09:00,2016-05-09 14:00,9,3,6,82,26,16,9,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,3.9,1.399999976,2.7,84,98.5,98,-2.4,-2.4,42.9,283,0.051,3.9,0,103.9,2015-03-31 15:00,2015-03-31 16:00,8.14
5155,Virgil,Tracy,Southampton,SO1 3GM,50.9097,-1.4044,Hampshire,South,2016-05-10,2016-05-10 09:00,2016-05-10 14:00,6,1,3,30,12,5,3,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,7.3,5.420000076,6.4,88,101,99,4.2,4.2,18,56,0.00254,7.3,0,32.3,2016-03-15 14:00,2016-03-15 15:00,8.29
4933,Barney,Dog,Wokingham,RG40 2JU,51.4105,-0.8339,Berkshire,South,2016-05-11,2016-05-11 09:00,2016-05-11 14:00,6,2,4,35,20,11,6,CDF,Cardiff,Cardiff,CF10 2GV,-3.1791,51.4816,Glamorgan,West,15.8,10.55000019,12.7,71,101.5,45,15.8,15.8,13.2,252,0,15.8,0,35.4,2015-08-06 14:00,2015-08-06 15:00,2.18
1677,Tin,Tin,Cheadle,M24 5GN,53.3944,-2.2141,Cheshire,North,2016-05-12,2016-05-12 09:00,2016-05-12 14:00,9,4,8,200,144,110,63,NC,North Centre,London,N1 5TH,-0.0881,51.5413,Greater London,South,4.7,1.460000038,3.2,80,102.1,12,0.6,0.6,20.8,274,0,4.7,0,38.8,2017-01-03 12:00,2017-01-03 13:00,1.73
10570,Master,Chef,Thetford,TH1 4TG,52.4129,0.7517,Norfolk,East,2016-05-13,2016-05-13 09:00,2016-05-13 14:00,6,3,6,50,23,14,8,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,19.7,12.94999981,15.5,65,100.3,80,19.7,19.7,10.9,201,0,19.7,0,29.3,2016-08-06 13:00,2016-08-06 14:00,7.79
1159,Joe,Ninety,Croydon,CR1 2BY,51.3762,-0.0982,Greater London,South,2016-05-14,2016-05-14 09:00,2016-05-14 14:00,9,3,6,82,67,49,28,BRS,Bristol,Bristol,BS1 1QS,-2.5879,51.4545,Avon,West,15.2,11.67000008,13.1,80,101.4,99,15.2,15.2,36.4,234,0.00254,15.2,0,46.7,2015-08-04 12:00,2015-08-04 13:00,5.23
10274,Lady,Penelope,Mayfair,W1 1 RG,51.5116,-0.1478,Greater London,South,2016-05-15,2016-05-15 09:00,2016-05-15 14:00,3,0,4,25,12,5,3,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,12.2,6.21999979,9.1,67,100.2,14,12.2,12.2,14.2,52,0,12.2,0,40.9,2015-10-15 13:00,2015-10-15 14:00,4.38
2331,Some,One,Taunton,TA3 6FF,51.0153,-3.1068,Somerset,West,2016-05-16,2016-05-16 09:00,2016-05-16 14:00,6,2,4,35,20,11,6,COV,Coventry,Coventry,CV1 3YH,-1.5197,52.4068,East Midlands,Midlands,7.2,4.360000134,5.8,82,100.4,99,5.6,5.6,8.6,314,0.00254,7.2,0,20.1,2016-03-20 13:00,2016-03-20 14:00,5.82
1757,Hugo,Lloris,Cardiff,CF3 5TH,51.4816,-3.1791,Glamorgan,West,2016-05-17,2016-05-17 09:00,2016-05-17 14:00,6,1,3,30,12,5,3,LDS,Leeds,Leeds,LS11 6AX,-1.5491,53.8008,West Yorkshire,North,9.4,3.589999914,6.5,67,101,35,6.6,6.6,20.2,82,0,9.4,0,44.6,2017-03-24 12:00,2017-03-24 13:00,1.92
